Mod:Item:MetaData, Localized Name
gregtech:gt.meta.dustTiny:8009, oredict.dustTinyCryolite.name
gregtech:gt.meta.dustTiny:8010, oredict.dustTinyAluminiumFluoride.name
gregtech:gt.meta.dustTiny:8012, oredict.dustTinySodiumAluminate.name
gregtech:gt.meta.dustTiny:8013, oredict.dustTinySodiumCarbonate.name
gregtech:gt.meta.dustTiny:8014, oredict.dustTinyAluminiumHydroxide.name
gregtech:gt.meta.dustTiny:8015, oredict.dustTinyPotassiumHydroxide.name
gregtech:gt.meta.dustTiny:8016, oredict.dustTinyMagnesiumCarbonate.name
gregtech:gt.meta.dustTiny:8017, oredict.dustTinyFerricChloride.name
gregtech:gt.meta.dustTiny:8018, oredict.dustTinyMagnesiumChloride.name
gregtech:gt.meta.dustTiny:8019, oredict.dustTinySodiumNitrate.name
gregtech:gt.meta.dustTiny:8020, oredict.dustTinyPotassiumCarbonate.name
gregtech:gt.meta.dustTiny:8021, oredict.dustTinyPotassiumSulfite.name
gregtech:gt.meta.dustTiny:8022, oredict.dustTinyPotassiumPersulfate.name
gregtech:gt.meta.dustTiny:8023, oredict.dustTinyPotassiumAluminate.name
gregtech:gt.meta.dustTiny:8026, oredict.dustTinyTungstenTrioxide.name
gregtech:gt.meta.dustTiny:8027, oredict.dustTinyTungsticAcid.name
gregtech:gt.meta.dustTiny:8028, oredict.dustTinyCalciumChloride.name
gregtech:gt.meta.dustTiny:8029, oredict.dustTinyLithiumChloride.name
gregtech:gt.meta.dustTiny:8030, oredict.dustTinyFerrousChloride.name
gregtech:gt.meta.dustTiny:8031, oredict.dustTinyManganeseChloride.name
gregtech:gt.meta.dustTiny:8102, oredict.dustTinySluiceSand.name
gregtech:gt.meta.dustTiny:8103, oredict.dustTinyPlatinumGroupSludge.name
gregtech:gt.meta.dustTiny:8200, oredict.dustTinyAshes.name
gregtech:gt.meta.dustTiny:8201, oredict.dustTinyDarkAshes.name
gregtech:gt.meta.dustTiny:8202, oredict.dustTinyVolcanicAshes.name
gregtech:gt.meta.dustTiny:8203, oredict.dustTinyRockSalt.name
gregtech:gt.meta.dustTiny:8204, oredict.dustTinySalt.name
gregtech:gt.meta.dustTiny:8205, oredict.dustTinyPotassiumNitrate.name
gregtech:gt.meta.dustTiny:8206, oredict.dustTinyNiter.name
gregtech:gt.meta.dustTiny:8207, oredict.dustTinyPhosphate.name
gregtech:gt.meta.dustTiny:8208, oredict.dustTinyPhosphorus.name
gregtech:gt.meta.dustTiny:8209, oredict.dustTinyApatite.name
gregtech:gt.meta.dustTiny:8210, oredict.dustTinyBlizz.name
gregtech:gt.meta.dustTiny:8211, oredict.dustTinyBlaze.name
gregtech:gt.meta.dustTiny:8212, oredict.dustTinyPyrotheum.name
gregtech:gt.meta.dustTiny:8213, oredict.dustTinyCryotheum.name
gregtech:gt.meta.dustTiny:8214, oredict.dustTinyObsidian.name
gregtech:gt.meta.dustTiny:8215, oredict.dustTinyClay.name
gregtech:gt.meta.dustTiny:8216, oredict.dustTinyPaper.name
gregtech:gt.meta.dustTiny:8217, oredict.dustTinyRubber.name
gregtech:gt.meta.dustTiny:8218, oredict.dustTinyPlastic.name
gregtech:gt.meta.dustTiny:8219, oredict.dustTinyBone.name
gregtech:gt.meta.dustTiny:8220, oredict.dustTinyGunpowder.name
gregtech:gt.meta.dustTiny:8221, oredict.dustTinyWood.name
gregtech:gt.meta.dustTiny:8222, oredict.dustTinyWoodSealed.name
gregtech:gt.meta.dustTiny:8223, oredict.dustTinyLiveRoot.name
gregtech:gt.meta.dustTiny:8224, oredict.dustTinyWoodRubber.name
gregtech:gt.meta.dustTiny:8225, oredict.dustTinyCeramic.name
gregtech:gt.meta.dustTiny:8226, oredict.dustTinyPhosphorite.name
gregtech:gt.meta.dustTiny:8228, oredict.dustTinyIndigo.name
gregtech:gt.meta.dustTiny:8229, oredict.dustTinyCobaltHexahydrate.name
gregtech:gt.meta.dustTiny:8230, oredict.dustTinySodiumBisulfate.name
gregtech:gt.meta.dustTiny:8231, oredict.dustTinySodiumPyrosulfate.name
gregtech:gt.meta.dustTiny:8232, oredict.dustTinyPotassiumBisulfate.name
gregtech:gt.meta.dustTiny:8233, oredict.dustTinyPotassiumPyrosulfate.name
gregtech:gt.meta.dustTiny:8234, oredict.dustTinyVanadiumPentoxide.name
gregtech:gt.meta.dustTiny:8235, oredict.dustTinyWax.name
gregtech:gt.meta.dustTiny:8236, oredict.dustTinyWaxBee.name
gregtech:gt.meta.dustTiny:8237, oredict.dustTinyWaxRefractory.name
gregtech:gt.meta.dustTiny:8238, oredict.dustTinyWaxParaffin.name
gregtech:gt.meta.dustTiny:8239, oredict.dustTinyWaxPlant.name
gregtech:gt.meta.dustTiny:8240, oredict.dustTinyWaxMagic.name
gregtech:gt.meta.dustTiny:8242, oredict.dustTinyIodineSalt.name
gregtech:gt.meta.dustTiny:8243, oredict.dustTinySilverIodide.name
gregtech:gt.meta.dustTiny:8244, oredict.dustTinyTallow.name
gregtech:gt.meta.dustTiny:8245, oredict.dustTinyPetrotheum.name
gregtech:gt.meta.dustTiny:8246, oredict.dustTinyAerotheum.name
gregtech:gt.meta.dustTiny:8247, oredict.dustTinyBasalz.name
gregtech:gt.meta.dustTiny:8248, oredict.dustTinyBlitz.name
gregtech:gt.meta.dustTiny:8249, oredict.dustTinyDynamite.name
gregtech:gt.meta.dustTiny:8250, oredict.dustTinyBlack.name
gregtech:gt.meta.dustTiny:8251, oredict.dustTinyRed.name
gregtech:gt.meta.dustTiny:8252, oredict.dustTinyGreen.name
gregtech:gt.meta.dustTiny:8253, oredict.dustTinyBrown.name
gregtech:gt.meta.dustTiny:8254, oredict.dustTinyBlue.name
gregtech:gt.meta.dustTiny:8255, oredict.dustTinyPurple.name
gregtech:gt.meta.dustTiny:8256, oredict.dustTinyCyan.name
gregtech:gt.meta.dustTiny:8257, oredict.dustTinyLightGray.name
gregtech:gt.meta.dustTiny:8258, oredict.dustTinyGray.name
gregtech:gt.meta.dustTiny:8259, oredict.dustTinyPink.name
gregtech:gt.meta.dustTiny:8260, oredict.dustTinyLime.name
gregtech:gt.meta.dustTiny:8261, oredict.dustTinyYellow.name
gregtech:gt.meta.dustTiny:8262, oredict.dustTinyLightBlue.name
gregtech:gt.meta.dustTiny:8263, oredict.dustTinyMagenta.name
gregtech:gt.meta.dustTiny:8264, oredict.dustTinyOrange.name
gregtech:gt.meta.dustTiny:8265, oredict.dustTinyWhite.name
gregtech:gt.meta.dustTiny:8266, oredict.dustTinyAsphalt.name
gregtech:gt.meta.dustTiny:8267, oredict.dustTinyWoodPolished.name
gregtech:gt.meta.dustTiny:8268, oredict.dustTinySodiumHydroxide.name
gregtech:gt.meta.dustTiny:8269, oredict.dustTinySodiumSulfite.name
gregtech:gt.meta.dustTiny:8270, oredict.dustTinySodiumSulfate.name
gregtech:gt.meta.dustTiny:8271, oredict.dustTinyPotassiumSulfate.name
gregtech:gt.meta.dustTiny:8272, oredict.dustTinyPotassiumSulfide.name
gregtech:gt.meta.dustTiny:8273, oredict.dustTinyPorcelain.name
gregtech:gt.meta.dustTiny:8274, oredict.dustTinyCalciumSulfate.name
gregtech:gt.meta.dustTiny:8275, oredict.dustTinyBark.name
gregtech:gt.meta.dustTiny:8276, oredict.dustTinyClayBrown.name
gregtech:gt.meta.dustTiny:8277, oredict.dustTinyPetrifiedWood.name
gregtech:gt.meta.dustTiny:8280, oredict.dustTinyWaxAmnesic.name
gregtech:gt.meta.dustTiny:8281, oredict.dustTinyWaxSoulful.name
gregtech:gt.meta.dustTiny:8282, oredict.dustTinyCrimsonMiddle.name
gregtech:gt.meta.dustTiny:8283, oredict.dustTinyGreenMiddle.name
gregtech:gt.meta.dustTiny:8284, oredict.dustTinyAquaMiddle.name
gregtech:gt.meta.dustTiny:8285, oredict.dustTinyValonite.name
gregtech:gt.meta.dustTiny:8286, oredict.dustTinyWeedwood.name
gregtech:gt.meta.dustTiny:8287, oredict.dustTinySlimyBone.name
gregtech:gt.meta.dustTiny:8288, oredict.dustTinyScabyst.name
gregtech:gt.meta.dustTiny:8298, oredict.dustTinyEnergiumRed.name
gregtech:gt.meta.dustTiny:8299, oredict.dustTinyEnergiumCyan.name
gregtech:gt.meta.dustTiny:8300, oredict.dustTinyDiamond.name
gregtech:gt.meta.dustTiny:8301, oredict.dustTinyEmerald.name
gregtech:gt.meta.dustTiny:8302, oredict.dustTinyRuby.name
gregtech:gt.meta.dustTiny:8303, oredict.dustTinyBalasRuby.name
gregtech:gt.meta.dustTiny:8304, oredict.dustTinySapphire.name
gregtech:gt.meta.dustTiny:8305, oredict.dustTinyGreenSapphire.name
gregtech:gt.meta.dustTiny:8306, oredict.dustTinyTopaz.name
gregtech:gt.meta.dustTiny:8307, oredict.dustTinyBlueTopaz.name
gregtech:gt.meta.dustTiny:8308, oredict.dustTinyTanzanite.name
gregtech:gt.meta.dustTiny:8309, oredict.dustTinyJasper.name
gregtech:gt.meta.dustTiny:8310, oredict.dustTinyAmber.name
gregtech:gt.meta.dustTiny:8311, oredict.dustTinyOlivine.name
gregtech:gt.meta.dustTiny:8312, oredict.dustTinyOpal.name
gregtech:gt.meta.dustTiny:8313, oredict.dustTinyAmethyst.name
gregtech:gt.meta.dustTiny:8314, oredict.dustTinyOrangeSapphire.name
gregtech:gt.meta.dustTiny:8315, oredict.dustTinyYellowSapphire.name
gregtech:gt.meta.dustTiny:8317, oredict.dustTinyDilithium.name
gregtech:gt.meta.dustTiny:8318, oredict.dustTinyEnderPearl.name
gregtech:gt.meta.dustTiny:8319, oredict.dustTinyEnderEye.name
gregtech:gt.meta.dustTiny:8320, oredict.dustTinyNetherStar.name
gregtech:gt.meta.dustTiny:8321, oredict.dustTinyJade.name
gregtech:gt.meta.dustTiny:8322, oredict.dustTinyCraponite.name
gregtech:gt.meta.dustTiny:8323, oredict.dustTinyAquamarine.name
gregtech:gt.meta.dustTiny:8324, oredict.dustTinyMorganite.name
gregtech:gt.meta.dustTiny:8325, oredict.dustTinyDioptase.name
gregtech:gt.meta.dustTiny:8326, oredict.dustTinySpinel.name
gregtech:gt.meta.dustTiny:8328, oredict.dustTinyBlueSapphire.name
gregtech:gt.meta.dustTiny:8330, oredict.dustTinyLazurite.name
gregtech:gt.meta.dustTiny:8331, oredict.dustTinySodalite.name
gregtech:gt.meta.dustTiny:8332, oredict.dustTinyLapis.name
gregtech:gt.meta.dustTiny:8333, oredict.dustTinyRedstone.name
gregtech:gt.meta.dustTiny:8334, oredict.dustTinyCoal.name
gregtech:gt.meta.dustTiny:8335, oredict.dustTinyHydratedCoal.name
gregtech:gt.meta.dustTiny:8336, oredict.dustTinyCharcoal.name
gregtech:gt.meta.dustTiny:8337, oredict.dustTinyLignite.name
gregtech:gt.meta.dustTiny:8338, oredict.dustTinyMonazite.name
gregtech:gt.meta.dustTiny:8341, oredict.dustTinyGlowstone.name
gregtech:gt.meta.dustTiny:8342, oredict.dustTinyFirestone.name
gregtech:gt.meta.dustTiny:8346, oredict.dustTinyNetherQuartz.name
gregtech:gt.meta.dustTiny:8347, oredict.dustTinyCertusQuartz.name
gregtech:gt.meta.dustTiny:8348, oredict.dustTinyChargedCertusQuartz.name
gregtech:gt.meta.dustTiny:8349, oredict.dustTinyCoalCoke.name
gregtech:gt.meta.dustTiny:8352, oredict.dustTinyInfusedAir.name
gregtech:gt.meta.dustTiny:8353, oredict.dustTinyInfusedFire.name
gregtech:gt.meta.dustTiny:8354, oredict.dustTinyInfusedEarth.name
gregtech:gt.meta.dustTiny:8355, oredict.dustTinyInfusedWater.name
gregtech:gt.meta.dustTiny:8356, oredict.dustTinyInfusedEntropy.name
gregtech:gt.meta.dustTiny:8357, oredict.dustTinyInfusedOrder.name
gregtech:gt.meta.dustTiny:8360, oredict.dustTinyPeat.name
gregtech:gt.meta.dustTiny:8361, oredict.dustTinyPeatBituminous.name
gregtech:gt.meta.dustTiny:8362, oredict.dustTinyAnthracite.name
gregtech:gt.meta.dustTiny:8363, oredict.dustTinyPrismane.name
gregtech:gt.meta.dustTiny:8364, oredict.dustTinyLonsdaleite.name
gregtech:gt.meta.dustTiny:8365, oredict.dustTinyLigniteCoke.name
gregtech:gt.meta.dustTiny:8373, oredict.dustTinyEctoplasm.name
gregtech:gt.meta.dustTiny:8383, oredict.dustTinyPurpleSapphire.name
gregtech:gt.meta.dustTiny:8384, oredict.dustTinyHeliodor.name
gregtech:gt.meta.dustTiny:8385, oredict.dustTinyGoshenite.name
gregtech:gt.meta.dustTiny:8386, oredict.dustTinyBixbite.name
gregtech:gt.meta.dustTiny:8387, oredict.dustTinyMaxixe.name
gregtech:gt.meta.dustTiny:8388, oredict.dustTinyAlexandrite.name
gregtech:gt.meta.dustTiny:8389, oredict.dustTinyFluix.name
gregtech:gt.meta.dustTiny:8390, oredict.dustTinyPetroleumCoke.name
gregtech:gt.meta.dustTiny:8500, oredict.dustTinyStone.name
gregtech:gt.meta.dustTiny:8501, oredict.dustTinyConcrete.name
gregtech:gt.meta.dustTiny:8502, oredict.dustTinyNetherrack.name
gregtech:gt.meta.dustTiny:8503, oredict.dustTinyNetherBrick.name
gregtech:gt.meta.dustTiny:8504, oredict.dustTinyEndstone.name
gregtech:gt.meta.dustTiny:8505, oredict.dustTinyBasalt.name
gregtech:gt.meta.dustTiny:8506, oredict.dustTinyMarble.name
gregtech:gt.meta.dustTiny:8507, oredict.dustTinyGraniteRed.name
gregtech:gt.meta.dustTiny:8508, oredict.dustTinyGraniteBlack.name
gregtech:gt.meta.dustTiny:8509, oredict.dustTinyRedrock.name
gregtech:gt.meta.dustTiny:8510, oredict.dustTinyGravel.name
gregtech:gt.meta.dustTiny:8511, oredict.dustTinyDiorite.name
gregtech:gt.meta.dustTiny:8512, oredict.dustTinySpaceStone.name
gregtech:gt.meta.dustTiny:8513, oredict.dustTinyMoonStone.name
gregtech:gt.meta.dustTiny:8514, oredict.dustTinyMoonTurf.name
gregtech:gt.meta.dustTiny:8515, oredict.dustTinyMarsStone.name
gregtech:gt.meta.dustTiny:8516, oredict.dustTinyMarsSand.name
gregtech:gt.meta.dustTiny:8517, oredict.dustTinyUmber.name
gregtech:gt.meta.dustTiny:8518, oredict.dustTinyGranite.name
gregtech:gt.meta.dustTiny:8600, oredict.dustTinyElectrum.name
gregtech:gt.meta.dustTiny:8601, oredict.dustTinySterlingSilver.name
gregtech:gt.meta.dustTiny:8602, oredict.dustTinyRoseGold.name
gregtech:gt.meta.dustTiny:8603, oredict.dustTinyAngmallen.name
gregtech:gt.meta.dustTiny:8604, oredict.dustTinyGoldInductive.name
gregtech:gt.meta.dustTiny:8605, oredict.dustTinyCdInAgAlloy.name
gregtech:gt.meta.dustTiny:8606, oredict.dustTinyGildedIron.name
gregtech:gt.meta.dustTiny:8610, oredict.dustTinyBronze.name
gregtech:gt.meta.dustTiny:8611, oredict.dustTinyBlackBronze.name
gregtech:gt.meta.dustTiny:8612, oredict.dustTinyBismuthBronze.name
gregtech:gt.meta.dustTiny:8613, oredict.dustTinyHepatizon.name
gregtech:gt.meta.dustTiny:8620, oredict.dustTinyBrass.name
gregtech:gt.meta.dustTiny:8621, oredict.dustTinyCobaltBrass.name
gregtech:gt.meta.dustTiny:8630, oredict.dustTinySteel.name
gregtech:gt.meta.dustTiny:8631, oredict.dustTinyBlackSteel.name
gregtech:gt.meta.dustTiny:8632, oredict.dustTinyRedSteel.name
gregtech:gt.meta.dustTiny:8633, oredict.dustTinyBlueSteel.name
gregtech:gt.meta.dustTiny:8634, oredict.dustTinyDamascusSteel.name
gregtech:gt.meta.dustTiny:8635, oredict.dustTinyTungstensteel.name
gregtech:gt.meta.dustTiny:8636, oredict.dustTinyStainlessSteel.name
gregtech:gt.meta.dustTiny:8638, oredict.dustTinyTungstenCarbide.name
gregtech:gt.meta.dustTiny:8642, oredict.dustTinyPigIron.name
gregtech:gt.meta.dustTiny:8649, oredict.dustTinyMeteoricIron.name
gregtech:gt.meta.dustTiny:8650, oredict.dustTinyMeteoricSteel.name
gregtech:gt.meta.dustTiny:8651, oredict.dustTinySteelGalvanized.name
gregtech:gt.meta.dustTiny:8653, oredict.dustTinyVanadiumSteel.name
gregtech:gt.meta.dustTiny:8660, oredict.dustTinyRedAlloy.name
gregtech:gt.meta.dustTiny:8661, oredict.dustTinyInvar.name
gregtech:gt.meta.dustTiny:8662, oredict.dustTinyConstantan.name
gregtech:gt.meta.dustTiny:8663, oredict.dustTinyNichrome.name
gregtech:gt.meta.dustTiny:8664, oredict.dustTinyKanthal.name
gregtech:gt.meta.dustTiny:8665, oredict.dustTinyMagnalium.name
gregtech:gt.meta.dustTiny:8666, oredict.dustTinyUltimet.name
gregtech:gt.meta.dustTiny:8667, oredict.dustTinyTinAlloy.name
gregtech:gt.meta.dustTiny:8668, oredict.dustTinyBatteryAlloy.name
gregtech:gt.meta.dustTiny:8669, oredict.dustTinySolderingAlloy.name
gregtech:gt.meta.dustTiny:8672, oredict.dustTinyIronWood.name
gregtech:gt.meta.dustTiny:8673, oredict.dustTinySteeleaf.name
gregtech:gt.meta.dustTiny:8676, oredict.dustTinyAstralSilver.name
gregtech:gt.meta.dustTiny:8677, oredict.dustTinyMidasium.name
gregtech:gt.meta.dustTiny:8678, oredict.dustTinyMithril.name
gregtech:gt.meta.dustTiny:8679, oredict.dustTinyThaumium.name
gregtech:gt.meta.dustTiny:8681, oredict.dustTinyVoidMetal.name
gregtech:gt.meta.dustTiny:8682, oredict.dustTinyOsmiridium.name
gregtech:gt.meta.dustTiny:8683, oredict.dustTinySunnarium.name
gregtech:gt.meta.dustTiny:8684, oredict.dustTinyTrinaquadalloy.name
gregtech:gt.meta.dustTiny:8685, oredict.dustTinyChromiumDioxide.name
gregtech:gt.meta.dustTiny:8686, oredict.dustTinyVanadiumGallium.name
gregtech:gt.meta.dustTiny:8687, oredict.dustTinyYttriumBariumCuprate.name
gregtech:gt.meta.dustTiny:8688, oredict.dustTinyNiobiumNitride.name
gregtech:gt.meta.dustTiny:8689, oredict.dustTinyNiobiumTitanium.name
gregtech:gt.meta.dustTiny:8700, oredict.dustTinyAluminiumBrass.name
gregtech:gt.meta.dustTiny:8702, oredict.dustTinyAlumite.name
gregtech:gt.meta.dustTiny:8708, oredict.dustTinySignalum.name
gregtech:gt.meta.dustTiny:8709, oredict.dustTinyLumium.name
gregtech:gt.meta.dustTiny:8710, oredict.dustTinyEnderium.name
gregtech:gt.meta.dustTiny:8711, oredict.dustTinyElectrumFlux.name
gregtech:gt.meta.dustTiny:8725, oredict.dustTinyPulsatingIron.name
gregtech:gt.meta.dustTiny:8726, oredict.dustTinyVibrantAlloy.name
gregtech:gt.meta.dustTiny:8727, oredict.dustTinyConductiveIron.name
gregtech:gt.meta.dustTiny:8728, oredict.dustTinyEnergeticAlloy.name
gregtech:gt.meta.dustTiny:8729, oredict.dustTinyEnderiumBase.name
gregtech:gt.meta.dustTiny:8730, oredict.dustTinyElectricalSteel.name
gregtech:gt.meta.dustTiny:8731, oredict.dustTinyObsidianSteel.name
gregtech:gt.meta.dustTiny:8732, oredict.dustTinySoularium.name
gregtech:gt.meta.dustTiny:8733, oredict.dustTinyRedstoneAlloy.name
gregtech:gt.meta.dustTiny:8734, oredict.dustTinySpectreIron.name
gregtech:gt.meta.dustTiny:8735, oredict.dustTinyGaiaSpirit.name
gregtech:gt.meta.dustTiny:8736, oredict.dustTinyEndium.name
gregtech:gt.meta.dustTiny:8750, oredict.dustTinyDesh.name
gregtech:gt.meta.dustTiny:8751, oredict.dustTinyDuranium.name
gregtech:gt.meta.dustTiny:8752, oredict.dustTinyTritanium.name
gregtech:gt.meta.dustTiny:8753, oredict.dustTinyDolamide.name
gregtech:gt.meta.dustTiny:8756, oredict.dustTinyDuralumin.name
gregtech:gt.meta.dustTiny:8785, oredict.dustTinySyrmorite.name
gregtech:gt.meta.dustTiny:8786, oredict.dustTinyOctine.name
gregtech:gt.meta.dustTiny:8790, oredict.dustTinyTrinitanium.name
gregtech:gt.meta.dustTiny:8793, oredict.dustTinyTitaniumIridium.name
gregtech:gt.meta.dustTiny:8794, oredict.dustTinyTitaniumAluminide.name
gregtech:gt.meta.dustTiny:9000, oredict.dustTinyPumice.name
gregtech:gt.meta.dustTiny:9001, oredict.dustTinyDiatomite.name
gregtech:gt.meta.dustTiny:9003, oredict.dustTinyBasalticMineralSand.name
gregtech:gt.meta.dustTiny:9004, oredict.dustTinyGraniticMineralSand.name
gregtech:gt.meta.dustTiny:9005, oredict.dustTinyGarnetSand.name
gregtech:gt.meta.dustTiny:9006, oredict.dustTinyQuartzSand.name
gregtech:gt.meta.dustTiny:9100, oredict.dustTinyRareEarth.name
gregtech:gt.meta.dustTiny:9101, oredict.dustTinyAlmandine.name
gregtech:gt.meta.dustTiny:9102, oredict.dustTinyAndradite.name
gregtech:gt.meta.dustTiny:9103, oredict.dustTinyAsbestos.name
gregtech:gt.meta.dustTiny:9104, oredict.dustTinyHematite.name
gregtech:gt.meta.dustTiny:9105, oredict.dustTinyBauxite.name
gregtech:gt.meta.dustTiny:9106, oredict.dustTinyBrownLimonite.name
gregtech:gt.meta.dustTiny:9107, oredict.dustTinyCalcite.name
gregtech:gt.meta.dustTiny:9108, oredict.dustTinyCassiterite.name
gregtech:gt.meta.dustTiny:9110, oredict.dustTinyCelestine.name
gregtech:gt.meta.dustTiny:9111, oredict.dustTinyChalcopyrite.name
gregtech:gt.meta.dustTiny:9112, oredict.dustTinyChalk.name
gregtech:gt.meta.dustTiny:9113, oredict.dustTinyChromite.name
gregtech:gt.meta.dustTiny:9114, oredict.dustTinyCinnabar.name
gregtech:gt.meta.dustTiny:9115, oredict.dustTinyCobaltite.name
gregtech:gt.meta.dustTiny:9116, oredict.dustTinyCooperite.name
gregtech:gt.meta.dustTiny:9117, oredict.dustTinyGalena.name
gregtech:gt.meta.dustTiny:9118, oredict.dustTinyGarnierite.name
gregtech:gt.meta.dustTiny:9119, oredict.dustTinyGrossular.name
gregtech:gt.meta.dustTiny:9120, oredict.dustTinyIlmenite.name
gregtech:gt.meta.dustTiny:9121, oredict.dustTinyMagnesite.name
gregtech:gt.meta.dustTiny:9122, oredict.dustTinyMagnetite.name
gregtech:gt.meta.dustTiny:9123, oredict.dustTinyMolybdenite.name
gregtech:gt.meta.dustTiny:9124, oredict.dustTinyPowellite.name
gregtech:gt.meta.dustTiny:9125, oredict.dustTinyPyrite.name
gregtech:gt.meta.dustTiny:9126, oredict.dustTinyPyrolusite.name
gregtech:gt.meta.dustTiny:9127, oredict.dustTinyPyrope.name
gregtech:gt.meta.dustTiny:9128, oredict.dustTinyScheelite.name
gregtech:gt.meta.dustTiny:9129, oredict.dustTinySpessartine.name
gregtech:gt.meta.dustTiny:9130, oredict.dustTinySphalerite.name
gregtech:gt.meta.dustTiny:9131, oredict.dustTinyStibnite.name
gregtech:gt.meta.dustTiny:9132, oredict.dustTinyTetrahedrite.name
gregtech:gt.meta.dustTiny:9133, oredict.dustTinyTungstate.name
gregtech:gt.meta.dustTiny:9134, oredict.dustTinyUraninite.name
gregtech:gt.meta.dustTiny:9135, oredict.dustTinyUvarovite.name
gregtech:gt.meta.dustTiny:9136, oredict.dustTinyWulfenite.name
gregtech:gt.meta.dustTiny:9137, oredict.dustTinyYellowLimonite.name
gregtech:gt.meta.dustTiny:9138, oredict.dustTinyPerlite.name
gregtech:gt.meta.dustTiny:9139, oredict.dustTinyBorax.name
gregtech:gt.meta.dustTiny:9140, oredict.dustTinyPotassiumFeldspar.name
gregtech:gt.meta.dustTiny:9141, oredict.dustTinyBiotite.name
gregtech:gt.meta.dustTiny:9103, oredict.dustTinyAsbestos.name
gregtech:gt.meta.dustTiny:9143, oredict.dustTinyFerrovanadium.name
gregtech:gt.meta.dustTiny:9144, oredict.dustTinyBastnasite.name
gregtech:gt.meta.dustTiny:9145, oredict.dustTinyPentlandite.name
gregtech:gt.meta.dustTiny:9146, oredict.dustTinySpodumene.name
